순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종번호,업종명,업종분류,전화번호,팩스번호,남종업원,여종업원,외국인(남),외국인(여),종업원수,생산품,용지면적,제조시설면적,부대시설면적,건축면적
1031,개별입지,사봉기계블럭,경상남도 진주시 사봉면 무촌리 102번지,경상남도 진주시 사봉면 무촌리 102번지,"23324, ","콘크리트 타일, 기와, 벽돌 및 블록 제조업",비금속,055-754-6743,055-754-6744,2,0,0,0,2,블럭벽돌제조,128,25,0,25
1032,개별입지,삼보기업(주),경상남도 진주시 내동면 산유로 613-34,경상남도 진주시 내동면 독산리 630-2번지,"29131, 25111, 29169, 29175",액체 펌프 제조업 외 3 종,"금속가공, 기계",055-753-7933,055-761-8443,3,1,0,0,4,"수중 모터펌프, 수문, 권양기, 오수펌프",1412,209.27,146.45,355.72
1033,개별입지,삼성스톤,경상남도 진주시 대곡면 월암로 209-14,경상남도 진주시 대곡면 설매리 274번지,"23325, ",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,비금속,055-746-9420,055-746-9350,3,0,0,0,3,인조석,547,174,66.32,240.32
1034,개별입지,삼아정공,경상남도 진주시 돗골로8번길 17 (상평동),경상남도 진주시 상평동 258-11번지,"29210, 30391, 30392, 30399, 30400",농업 및 임업용 기계 제조업 외 4 종,"금속가공, 기계",055-757-4593,055-763-4593,4,1,0,0,5,"농기구, 자동차부품(요동축, 사프트)",256.8,120.96,4.8,125.76
1035,개별입지,삼아정밀,경상남도 진주시 진주성로182번길 6 (상봉동),경상남도 진주시 상봉동 253-7번지,"26299, 26295",그 외 기타 전자부품 제조업 외 1 종,"전기, 전자",055-755-6588,055-748-6583,1,3,0,0,4,기타전자관 및 전자부품,166,95.52,0,95.52
1036,개별입지,삼일금속,경상남도 진주시 남강로 1057 (상평동),경상남도 진주시 상평동 228-5,"25113, ",육상 금속 골조 구조재 제조업,"금속가공, 기계",055-762-2924,055-762-2925,1,1,1,0,3,철강제 판,383.2,383.2,0,383.2
1037,개별입지,삼한공업사,경상남도 진주시 큰들로 48-1 (상평동),경상남도 진주시 상평동 229-4번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-755-6129,055-755-6129,1,1,0,0,2,농기계부품(중장비부품),0,89.3,0,89.3
1038,개별입지,상덕중기정비,경상남도 진주시 문산읍 월아산로1117번길 47,경상남도 진주시 문산읍 소문리 623-3번지,"29241, ",건설 및 채광용 기계장비 제조업,"금속가공, 기계",055-762-0206,055-762-0206,2,1,0,0,3,건설기계부품,1289,160,176.76,336.76
1039,개별입지,상원정밀,경상남도 진주시 대신로110번길 19 (상평동),경상남도 진주시 상평동 160-3번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",공람,055-763-4522,1,1,0,0,2,자동차부품(기어류),0,144,0,144
1040,개별입지,상주주단,경상남도 진주시 남강로1259번길 21-4 (상평동),경상남도 진주시 상평동 314-3번지,"13219, ",특수 직물 및 기타 직물 직조업,"섬유, 의복",055-757-5528,055-757-5528,1,3,0,0,4,한복 원단,637.5,291.25,80.73,371.98
1041,개별입지,서경고주파,경상남도 진주시 사봉면 지사로 64,경상남도 진주시 사봉면 사곡리 1656-4번지,"25921, ",금속 열처리업,"금속가공, 기계",055-759-1051,055-759-1052,2,0,0,0,2,고주파열처리,281,110,56.43,166.43
1042,개별입지,서경사무가구,경상남도 진주시 문산읍 제곡길 148-4,경상남도 진주시 문산읍 삼곡리 110-0,"32029, ",기타 목재가구 제조업,기타,055-743-4797,055-743-4796,2,1,0,0,3,목재 가구,638,137,159.16,296.16
1043,개별입지,서부발코니,경상남도 진주시 솔밭로6번길 15 (상평동),경상남도 진주시 상평동 241-2번지,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업","금속가공, 기계",055-753-5547,055-753-5548,3,1,0,0,4,샷시문. 스텐난간,815,391.5,119.64,511.14
1044,개별입지,서장인쇄.기획,"경상남도 진주시 동부로169번길 12, AB동 3층 A303 (충무공동)",경상남도 진주시 충무공동 69-3번지 AB동 3층 A303,"18119, 28423, 33910",기타 인쇄업 외 2 종,"목재, 종이, 출판",055-758-0080,050-5500-0081,1,4,0,0,5,"인쇄, 전시 조명기기, 간판, 광고물",219.62,119.48,100.14,219.62
1045,개별입지,선일정밀,경상남도 진주시 도동로3번길 20-6 (상평동),경상남도 진주시 상평동 304-12번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-757-7892,055-757-7892,1,1,0,0,2,농기계부품,299.2,165.6,2.9,168.5
1046,개별입지,성경공구,경상남도 진주시 남강로1241번길 8-1 (상평동),경상남도 진주시 상평동 318-7번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-759-0904,055-759-0984,0,0,0,0,0,농업 및 임업용 기계 공구,46.08,46.08,0,46.08
1047,개별입지,성남테크,경상남도 진주시 남강로 1193-8 (상평동),경상남도 진주시 상평동 303-12번지,"31114, ",선박 구성 부분품 제조업,"자동차, 운송장비",055-758-8399,055-758-4399,2,0,0,0,2,"선박용유압조타기, 어업용 유압기계",241.4,141.62,0,141.62
1048,개별입지,성림공구,"경상남도 진주시 도동로3번길 10, 1층 (상평동)",경상남도 진주시 상평동 305-16번지 1층,"29199, ",그 외 기타 일반목적용 기계 제조업,"금속가공, 기계",055-756-0985,055-756-0904,1,1,0,0,2,기계공구,287.1,142.95,0,142.95
1049,개별입지,성림씽크,경상남도 진주시 망경로 227 (망경동),경상남도 진주시 망경동 173-7번지,"32021, ",주방용 및 음식점용 목재가구 제조업,기타,055-747-9626,055-763-9626,1,1,0,0,2,목재씽크대,195,70.54,4.35,74.89
1050,개별입지,성신정공,경상남도 진주시 남강로1239번길 10-5 (상평동),경상남도 진주시 상평동 314-6번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-758-9372,055,2,1,0,0,3,농기계및 자동차부품,758.4,198.8,0,198.8
1051,개별입지,성안산업,경상남도 진주시 큰들로102번길 4 (상평동),경상남도 진주시 상평동 207-2번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-752-3258,055-758-7287,2,2,0,0,4,축 부품,205.3,93.5,49,142.5
1052,개별입지,성운전기,"경상남도 진주시 대신로343번길 9, 3층 (하대동)",경상남도 진주시 하대동 480-6 3층,"28422, 28113, 28410, 28903",일반용 전기 조명장치 제조업 외 3 종,"전기, 전자",055-755-9050,055-762-9898,5,2,0,0,7,"LED 가로등, 바닥형 보행신호등, LED경관조명, LED투광등",0,60.52,52,112.52
1053,개별입지,성원테크,경상남도 진주시 정촌면 정촌로 155,경상남도 진주시 정촌면 화개리 1229-1번지,"25113, ",육상 금속 골조 구조재 제조업,"금속가공, 기계",공람,055-761-8806,1,0,0,0,1,금속구조물,339,65.79,0,65.79
1054,개별입지,성일기업,경상남도 진주시 사봉면 지사로 89,경상남도 진주시 사봉면 사곡리 1634-3,"25113, ",육상 금속 골조 구조재 제조업,"금속가공, 기계",공람,055-752-6838,2,0,0,0,2,"건축물기둥, 건축물보, 건축물 트러스, 전광판",1567,435,50,485
1055,개별입지,성진공업사,경상남도 진주시 진성면 동부로1259번길 8,경상남도 진주시 진성면 상촌리 291-4번지,"29241, ",건설 및 채광용 기계장비 제조업,"금속가공, 기계",055-763-3737,055-763-3739,2,0,0,0,2,건설기계부품,1099,304.32,0,304.32
1056,개별입지,성진엔진 밋숀재제조,경상남도 진주시 큰들로 84 (상평동),경상남도 진주시 상평동 208-2번지,"30310, 30400",자동차 엔진용 신품 부품 제조업 외 1 종,"자동차, 운송장비",055-755-7043,055-755-7121,8,1,5,0,14,자동차엔진부품(실린더 헤드 등),461.2,274.99,209.88,484.87
1057,개별입지,성창공업사,경상남도 진주시 진성면 동부로1307번길 34 외 1필지,경상남도 진주시 진성면 상촌리 218-2번지 외 1필지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-758-3765,055-758-3776,3,1,0,0,4,농기계 부품,1228,439.6,55,494.6
1058,개별입지,성현정밀,경상남도 진주시 남강로 1169-6 (상평동),경상남도 진주시 상평동 301-23번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-755-4570,055-755-4570,3,3,0,0,6,기어,0,171,0,171
1059,개별입지,성화산업(주),경상남도 진주시 진성면 동부로1602번길 19,경상남도 진주시 진성면 천곡리 63-3번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,"금속가공, 기계",055-970-0286,055-758-5583,3,0,0,0,3,배관 지지대,5603,2070.18,0,2070.18
1060,개별입지,성화산업(주) 진성공장,경상남도 진주시 진성면 동부로1602번길 28 외 4필지,경상남도 진주시 진성면 천곡리 77-1번지 외 4필지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,"금속가공, 기계",055-970-0268,055-758-5583,43,4,0,0,47,배관 지지대,25687,9196.25,1770.81,10967.06
1061,개별입지,세원정비,경상남도 진주시 대신로109번길 17 (상평동),경상남도 진주시 상평동 168-3번지,"25929, ",그 외 기타 금속가공업,"금속가공, 기계",055-753-8559,055-761-8559,2,0,0,0,2,"컨베이어 롤, 발전설비 조작기",0,73.8,0,73.8
1062,개별입지,세이프로드 주식회사,경상남도 진주시 집현면 진주성로 515,경상남도 진주시 집현면 사촌리 193,"23999, 20202, 23329",그 외 기타 분류 안된 비금속 광물제품 제조업 외 2 종,비금속,055-763-0480,055-755-7339,3,2,0,0,5,"미끄럼방지 포장재, 도막형 바닥재, 박층포장재, 방수제",895,140,0,140
1063,개별입지,세일공업(주),경상남도 진주시 대곡면 대화로 92,경상남도 진주시 대곡면 와룡리 139번지,"29142, ",기어 및 동력전달장치 제조업,"금속가공, 기계",055-749-3200,055-744-2002,141,10,0,0,151,기어류,21249,6606.21,1221.58,7827.79
1064,개별입지,세종정밀,경상남도 진주시 큰들로 192-8 (상평동),경상남도 진주시 상평동 309-10 번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-762-4620,055-762-4620,1,0,0,0,1,자동차 및 농기계 부품,226.1,134.42,0,134.42
1065,개별입지,세호건설(주),경상남도 진주시 대곡면 월암로23번길 19,경상남도 진주시 대곡면 광석리 602번지,"25111, 22223, 25112","금속 문, 창, 셔터 및 관련제품 제조업 외 2 종","금속가공, 기계",055-763-0421,055-763-0422,7,0,0,0,7,"금속 창호, 합성수지 창호, 구조용 금속판",820,144,204,348
1066,개별입지,소이차,"경상남도 진주시 진주대로 501, 창업보육센터 C동 203호(가좌동, 경상국립대학교 가좌캠퍼스)",경상남도 진주시 가좌동 900 경상국립대학교 가좌캠퍼스 창업보육센터 C동 203호,"11209, ",기타 비알코올 음료 제조업,음식료,공람,공람,1,0,0,0,1,액상커피,0,26.91,0,26.91
1067,개별입지,소정도예원,경상남도 진주시 내동면 독산길 65-30,경상남도 진주시 내동면 독산리 490-1번지,"23221, ",가정용 및 장식용 도자기 제조업,비금속,055-759-6460,055,1,1,0,0,2,"화분, 생활도자기",245.69,93.17,33.06,126.23
1068,개별입지,송이식품,경상남도 진주시 대곡면 널방재길 306,경상남도 진주시 대곡면 설매리 1000번지,"10301, 10302",김치류 제조업 외 1 종,음식료,055-746-0916,055-746-0917,3,4,0,0,7,김치절임,1154,329,0,329
1069,개별입지,순창기업,경상남도 진주시 진성면 동부로 1582-16,경상남도 진주시 진성면 천곡리 534-1번지,"25200, 29120, 29142, 30320, 30400, 31114, 31311, 31312",무기 및 총포탄 제조업 외 7 종,"금속가공, 기계",055-758-3557,055-759-0862,21,1,0,0,22,"샤시프레임,총탄,연결구,기어,선박부품,항",3759,931.5,134.24,1065.74
1070,개별입지,스마트바이오,경상남도 진주시 문산읍 동부로 969,경상남도 진주시 문산읍 상문리 65-2,"29175, ",액체 여과기 제조업,"금속가공, 기계",공람,공람,2,0,0,0,2,가축분뇨 악취처리기,0,166,20.78,186.78
1071,개별입지,승림스톤,경상남도 진주시 지수면 지수로 369-37,경상남도 진주시 지수면 승산리 89번지,"23911, ",건설용 석제품 제조업,비금속,055-754-1122,055-754-1109,1,1,0,0,2,건설용 석재품,3891,493.5,258.36,751.86
1072,개별입지,신성하이텍,경상남도 진주시 큰들로176번길 8(상평동),경상남도 진주시 상평동 304-14,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-753-3213,055-762-3209,2,3,0,0,5,농기계 부품,413.2,224.25,4.73,228.98
1073,개별입지,신원디앤티(주),"경상남도 진주시 진주대로 501, 창업보육센터 B-209호, 공장동 (가좌동, 경상대학교)",경상남도 진주시 가좌동 900번지,"31322, 31311, 31312",항공기용 부품 제조업 외 2 종,"자동차, 운송장비",055-755-3588,055-755-3590,9,1,0,0,10,항공기부품,42.9,16.5,26.4,42.9
1074,개별입지,신흥목재상사,경상남도 진주시 대곡면 남강로 2406,경상남도 진주시 대곡면 유곡리 205-2번지,"16101, ",일반 제재업,"목재, 종이, 출판",055-744-2923,055,4,0,0,0,4,"각재,판재",3644,207.56,71.66,279.22
1075,개별입지,신흥유압산업,경상남도 진주시 큰들로 50-1 (상평동),경상남도 진주시 상평동 229-11번지,"29133, ","탭, 밸브 및 유사장치 제조업","금속가공, 기계",055-754-0030,055-754-0031,7,1,0,0,8,유압호스,226.44,186.44,40,226.44
1076,개별입지,쌍용퍼니처,경상남도 진주시 이반성면 발산길 10-49,경상남도 진주시 이반성면 발산리 778,"32091, 32029",금속 가구 제조업 외 1 종,기타,055-757-8060,055-757-8062,8,1,0,0,9,"사무용가구,목재가구",2223,855.66,520.33,1375.99
1077,개별입지,씨에이코리아(주),"경상남도 진주시 진주대로 501, 경상대학교 창업보육센터 201 (가좌동)",경상남도 진주시 가좌동 900번지 경상대학교 창업보육센터 201,"28111, 28422, 29119",전동기 및 발전기 제조업 외 2 종,"전기, 전자",055-755-2083,055,5,0,0,0,5,"발전기,가로등,주문형 스테인레스구조물등",0,99.2,26.4,125.6
1078,개별입지,씨엔리메탈주식회사,경상남도 진주시 지수면 지수로 349-20,경상남도 진주시 지수면 승산리 111-1,"24222, ","알루미늄 압연, 압출 및 연신제품 제조업","1차금속, 철강",055-759-8190,055-759-8290,14,1,0,0,15,알루미늄 가공용 봉재,0,1000,68.05,1068.05
1079,개별입지,아론아크릴,"경상남도 진주시 동부로169번길 12,(충무공동, 윙스타워) B동 2층 A202호 외 1필지",경상남도 진주시 충무공동 69-3 윙스타워 B동 2층 A202호 외 1필지,"33910, 33932",간판 및 광고물 제조업 외 1 종,기타,055-753-8689,055-753-8679,1,2,0,0,3,"간판, 전시형 모형",301.2,162.65,138.55,301.2
1080,개별입지,아세아,경상남도 진주시 금곡면 월아산로 513,경상남도 진주시 금곡면 인담리 411-1 번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-758-3154,055-758-3154,3,0,0,0,3,자동차 및 중장비 부품,385,63.17,0,63.17
1081,개별입지,아이리치베이커리,경상남도 진주시 대곡면 진의로 612-4,경상남도 진주시 대곡면 덕곡리 81번지,"10712, ",빵류 제조업,음식료,055-758-9779,055-754-9883,5,2,0,0,7,빵류,1454,228.34,0,228.34
1082,개별입지,아주와이어(주),경상남도 진주시 대곡면 대화로 53-6,경상남도 진주시 대곡면 와룡리 91,"22251, ",폴리스티렌 발포 성형제품 제조업,"석유화학, 플라스틱",055-747-8547,055-748-8548,4,0,0,0,4,양식용 친환경부표,2942,819,288,1107
1083,개별입지,아토아토,"경상남도 진주시 동진로 55, 창업보육센터 지하공장 B09호 (칠암동, 경남과학기술대학교 산학협력관)",경상남도 진주시 칠암동 532-12번지 경남과학기술대학교 산학협력관 창업보육센터 지하공장 B09호,"20422, ","치약, 비누 및 기타 세제 제조업","석유화학, 플라스틱",공람,055-763-2440,0,4,0,0,4,비누,0,92.23,29.25,121.48
1084,개별입지,안산도자기,경상남도 진주시 문산읍 이곡길 44,경상남도 진주시 문산읍 이곡리 301-1번지,"23221, ",가정용 및 장식용 도자기 제조업,비금속,055-761-2563,055-761-2563,2,1,0,0,3,"식기,전통도자기",770,168,99,267
1085,개별입지,애니엔바이오텍,"경상남도 진주시 동진로 55, 3층 305-1호(칠암동, 경남과학기술대학교 산학협력관)",경상남도 진주시 칠암동 532-10 경남과학기술대학교 산학협력관 3층 305-1호,"10802, ",단미 사료 및 기타 사료 제조업,음식료,공람,공람,1,0,0,0,1,단미사료 및 기타사료 제조,29.7,29.7,0,29.7
1086,개별입지,애드누리,"경상남도 진주시 큰들로180번길 5, 1층, 2층 (상평동)","경상남도 진주시 상평동 307-8번지 1층, 2층","28423, 33910",전시 및 광고용 조명장치 제조업 외 1 종,"전기, 전자",055-743-4476,055-748-1240,2,1,0,0,3,"조명광고판, 광고용 조명판, 간판 등",218.3,250.64,4.4,255.04
1087,개별입지,에그뱅크,경상남도 진주시 진성면 동부로 1314,경상남도 진주시 진성면 상촌리 247-0,"10799, ",그 외 기타 식료품 제조업,음식료,공람,공람,2,2,0,0,4,가공계란,2022,346.5,385,731.5
1088,개별입지,에스아이티,"경상남도 진주시 동부로169번길 12,(충무공동, 윙스타워) A동 2층 207호",경상남도 진주시 충무공동 69-3 윙스타워 A동 2층 207호,"30310, ",자동차 엔진용 신품 부품 제조업,"자동차, 운송장비",055-759-1002,055-759-1003,0,2,0,0,2,자동차 엔진부품,0,92.77,20,112.77
1089,개별입지,에스엠산업개발 주식회사,경상남도 진주시 이반성면 발산길 10-27,경상남도 진주시 이반성면 발산리 805-1,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업","금속가공, 기계",055-544-5459,055-762-5451,4,1,0,0,5,창호,2800,330.58,453.1,783.68
1090,개별입지,에이스통신,경상남도 진주시 모덕로 131 (상대동),경상남도 진주시 상대동 317-1번지,"26421, ",방송장비 제조업,"전기, 전자",055-756-3002,055-756-3111,2,3,0,0,5,CCTV,144,58.3,3.78,62.08
1091,개별입지,에이아이테크,"경상남도 진주시 소호로 109, 210호(충무공동)",경상남도 진주시 충무공동 15-3 210호,"31322, ",항공기용 부품 제조업,"자동차, 운송장비",055-792-2980,055-792-2990,1,0,0,0,1,"항공기 부품 검사치구, 표준품",0,46,20,66
1092,개별입지,에이치엠티선박엔진,경상남도 진주시 미천면 오방로199번길 47,경상남도 진주시 미천면 벌당리 215-11번지,"29111, ",내연기관 제조업,"금속가공, 기계",055-747-1238,055-746-1236,1,0,0,0,1,선박엔진,1312,357.38,217.95,575.33
1093,개별입지,에이치원,경상남도 진주시 말티고개로 74(하대동),경상남도 진주시 하대동 665-3,"30203, ",트레일러 및 세미트레일러 제조업,"자동차, 운송장비",055-761-1042,055-761-1043,2,0,0,0,2,트레일러,909,162,10,172
1094,개별입지,에이티앤시,"경상남도 진주시 소호로 109, 한국세락믹기술원 창업보육센터 202호 (충무공동)",경상남도 진주시 충무공동 15-3번지 한국세락믹기술원 창업보육센터 202호,"30320, ",자동차 차체용 신품 부품 제조업,"자동차, 운송장비",055-792-2999,공람,0,0,0,0,0,자동차 차체 부품,0,56.06,0,56.06
1095,개별입지,에프에스테크,경상남도 진주시 지수면 금평로 171,경상남도 진주시 지수면 금곡리 172,"29294, ",주형 및 금형 제조업,"금속가공, 기계",055-761-7857,공람,2,1,0,0,3,주형 및 금형,998,396,0,396
1096,개별입지,영광체육사,"경상남도 진주시 진주대로960번길 5, 2층 (칠암동)",경상남도 진주시 칠암동 295-7번지 2층,"14192, ","근무복, 작업복 및 유사의복 제조업","섬유, 의복",055-762-5842,055-755-4986,0,3,0,0,3,체육복,0,136.26,0,136.26
1097,개별입지,영농산업,경상남도 진주시 진성면 진성로 433 외 4필지,경상남도 진주시 진성면 상촌리 436-1번지 외 4필지,"13224, 13229, 13992, 20119, 20312, 20313","천막, 텐트 및 유사 제품 제조업 외 5 종","섬유, 의복",055-753-1472,055-759-4551,8,1,0,0,9,"캔버스 제품(보온덮게). 키토산, 상토, 부직포",6814,2097.36,1352.76,3450.12
1098,개별입지,영농조합법인 초록,경상남도 진주시 이반성면 오봉산로 744,경상남도 진주시 이반성면 용암리 304-17번지,"10611, ",곡물 도정업,음식료,055-754-7083,055,2,0,0,0,2,"벼, 보리",947,293.36,77.9,371.26
1099,개별입지,영화기공,경상남도 진주시 돗골로25번길 20-1 (상평동),경상남도 진주시 상평동 211-30 번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-758-4130,공람,4,1,0,0,5,자동차부품,630.6,377.45,55.87,433.32
1100,개별입지,예우사,"경상남도 진주시 동부로169번길 12, A동 3층 319, 320 (충무공동) A동 3층 319, 320호","경상남도 진주시 충무공동 69-3번지 A동 3층 319, 320 A동 3층 319, 320호","14192, 13222, 13409, 14111, 14112, 14191, 14491, 14499, 15129, 15190, 22299, 25999","근무복, 작업복 및 유사의복 제조업 외 11 종","섬유, 의복",055-755-7620,055-755-7630,1,4,0,0,5,"체육복, 모자, 휘장, 가방 등",433,234,199,433
1101,개별입지,예하리식품(주),경상남도 진주시 정촌면 강주길 153,경상남도 진주시 정촌면 예상리 610번지,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업,음식료,055-763-0444,055,6,4,0,0,10,채소가공품,3561,449.56,749.47,1199.03
1102,개별입지,우농농공,경상남도 진주시 집현면 향양로 24,경상남도 진주시 집현면 덕오리 426-7번지,"13992, ",부직포 및 펠트 제조업,"섬유, 의복",055-762-0064,055-762-0064,1,0,0,0,1,농업용 부직포,4096,494.69,0,494.69
1103,개별입지,우리영농조합법인 두레,경상남도 진주시 대곡면 유곡로 42-48,경상남도 진주시 대곡면 유곡리 711번지,"20313, ",유기질 비료 및 상토 제조업,"석유화학, 플라스틱",055-745-4880,055-745-3880,4,1,0,0,5,유기질비료,16077,3873.27,69.3,3942.57
1104,개별입지,우성정공,경상남도 진주시 일반성면 반성로127번길 181-6,경상남도 진주시 일반성면 가선리 173-1번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-758-8071,055-758-8093,2,0,1,0,3,"농기계부품(로터리, 쟁기)",0,340,0,340
1105,개별입지,우양식품,경상남도 진주시 큰들로199번길 13 (상평동),경상남도 진주시 상평동 313-4번지,"10711, ",떡류 제조업,음식료,055-755-9630,055-753-4323,1,1,0,0,2,떡국. 떡볶이.,329.5,185.96,112.32,298.28
1106,개별입지,우정엔지니어링(주),"경상남도 진주시 진주대로 501, 창업보육센터 C동 206호 (가좌동, 경상대학교)",경상남도 진주시 가좌동 900번지 경상대학교 창업보육센터 C동 206호,"31114, ",선박 구성 부분품 제조업,"자동차, 운송장비",055-753-8783,050-4480-1431,3,2,0,0,5,선박 배관장치,0,26.91,0,26.91
1107,개별입지,우정정밀,경상남도 진주시 진성면 진성로 405,경상남도 진주시 진성면 상촌리 498-3번지,"29133, 29210","탭, 밸브 및 유사장치 제조업 외 1 종","금속가공, 기계",055-759-2618,055-759-2618,5,2,0,0,7,"밸브류, 농기계부품",3068,901.27,296.22,1197.49
1108,개별입지,우진테크,경상남도 진주시 문산읍 동부로 819-7 외 2필지,경상남도 진주시 문산읍 상문리 582-1번지 외 2필지,"29294, ",주형 및 금형 제조업,"금속가공, 기계",055-762-8074,055-762-6070,3,0,0,0,3,프레스용 금형,2831,345,92.12,437.12
1109,개별입지,우현선박기술(주),"경상남도 진주시 망경남길44번길 22, 406,407호 (망경동, 진주지식산업센터) 406,407호","경상남도 진주시 망경동 57-2 진주지식산업센터 406,407호 406,407호","31312, ",무인 항공기 및 무인 비행장치 제조업,"자동차, 운송장비",공람,공람,7,3,0,0,10,드론,132,32.37,99.63,132
1110,개별입지,원일정밀,경상남도 진주시 남강로1259번길 6 (상평동),경상남도 진주시 상평동 321-4번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-758-2356,055-756-0155,3,0,0,0,3,농기계부품 등,317.1,184.42,31.35,215.77
1111,개별입지,원테크,경상남도 진주시 남강로1129번길 14-3(상평동),경상남도 진주시 상평동 262-12,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",공람,055-763-4118,1,0,0,0,1,농기계부품,218.1,113.6,16,129.6
1112,개별입지,월드쇼파공장,경상남도 진주시 큰들로199번길 18 (상평동),경상남도 진주시 상평동 314-13,"32019, ",소파 및 기타 내장가구 제조업,기타,공람,공람,2,1,0,0,3,쇼파,332.1,100,100,200
1113,개별입지,웰커뮤니케이션,"경상남도 진주시 동부로169번길 12, A동 16층 1609 (충무공동)",경상남도 진주시 충무공동 69-3번지 A동 16층 1609,"18111, ",경 인쇄업,"목재, 종이, 출판",055-756-3133,055-756-3134,2,1,0,0,3,마스터 인쇄,192.71,104.84,87.87,192.71
1114,개별입지,위너페이퍼,경상남도 진주시 대곡면 오방로 168,경상남도 진주시 대곡면 단목리 1438-18번지,"17902, ",위생용 종이제품 제조업,"목재, 종이, 출판",055-744-4433,055-744-3773,1,1,0,1,3,화장지,1000,198.47,198.47,396.94
1115,개별입지,윈프로덕션,경상남도 진주시 평거로156번길 8-1 (신안동),경상남도 진주시 신안동 443-13번지,"18200, ",기록매체 복제업,"목재, 종이, 출판",055-743-4020,055-748-4021,4,0,0,0,4,"비디오,DVD복제",200.6,66.39,1.13,67.52
1116,개별입지,유광공업사,경상남도 진주시 문산읍 동부로839번길 26,경상남도 진주시 문산읍 상문리 393-1번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-761-5522,055-761-5538,6,3,4,0,13,농기계부품,1970,493.35,248.07,741.42
1117,개별입지,유림에코(주),"경상남도 진주시 소호로 109, 209호 (한국세라믹기술원 세라믹소재종합지원센터) (충무공동) 209호(한국세라믹기술원  세라믹소재종합지원센터)",경상남도 진주시 충무공동 15-3번지 209호 (한국세라믹기술원 세라믹소재종합지원센터) 209호(한국세라믹기술원  세라믹소재종합지원센터),"23323, 20411",플라스터 혼합제품 제조업 외 1 종,비금속,055-755-1401,055-755-1402,4,1,0,0,5,친환경 세라믹 도료,0,71.4,0,71.4
1118,개별입지,유앤아이,"경상남도 진주시 진주대로 501, 창업보육센터 A동 102호, 103호 (가좌동, 경상대학교)","경상남도 진주시 가좌동 900번지 경상대학교 창업보육센터 A동 102호, 103호","26222, ",경성 인쇄회로기판 제조업,"전기, 전자",055-763-2116,055-763-2117,2,0,0,0,2,에폭시 PCB,0,52.8,0,52.8
1119,개별입지,유즈콤텍,"경상남도 진주시 소호로 109, 206호(충무공동)",경상남도 진주시 충무공동 15-3 206호,"30320, 31322",자동차 차체용 신품 부품 제조업 외 1 종,"자동차, 운송장비",055-792-2934,055-792-2935,0,0,0,0,0,"운송기기 복합재 베터리 하우징, 하우징 프로텍터, 드론용 케이스",52.92,52.92,0,52.92
1120,개별입지,유한회사 한마루에너지,경상남도 진주시 금산면 금산순환로293번길 3,경상남도 진주시 금산면 가방리 651-2,"28123, 26224, 29172",배전반 및 전기 자동제어반 제조업 외 2 종,"전기, 전자",공람,공람,2,1,0,0,3,"팬코일, 자동제어 판넬, 제어기판, 팬코일",1032,63.96,278.8,342.76
1121,개별입지,이룸P&P,경상남도 진주시 대곡면 대화로 53-6,경상남도 진주시 대곡면 와룡리 91번지,"17211, 17212",골판지 제조업 외 1 종,"목재, 종이, 출판",055-747-7970,055-746-7970,3,4,0,0,7,골판지상자,2942,819,288,1107
1122,개별입지,이제이,"경상남도 진주시 문산읍 월아산로 999-43, 성장벤처기업지원동 204호",경상남도 진주시 삼곡리 1033 바이오21센터 성장벤처기업지원동 204호,"20423, ",화장품 제조업,"석유화학, 플라스틱",055-762-2662,055-762-9047,1,2,0,0,3,기초화장품,0,107.25,107.25,214.5
1123,개별입지,이지건축창호,경상남도 진주시 솔밭로6번길 17 (상평동),경상남도 진주시 상평동 241-3번지,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업","금속가공, 기계",055-758-0444,055-758-0438,2,1,0,0,3,창호 등,185.9,58.5,40.83,99.33
